frame,timestamp,target_cx,target_cy,target_class,confidence,error_x,error_y,distance,output_x,output_y,aim_x,aim_y,steps,settled,dt
522,1785364543.538,977.5,554.4,0,0.890,17.5,2.7,17.5,6.11,0.57,977.5,542.7,"[[5, 0], [1, 0]]",0,0.0100
523,1785364543.548,977.5,554.4,0,0.890,17.5,2.7,17.5,6.11,0.57,977.5,542.7,"[[5, 0], [1, 0]]",0,0.0097
524,1785364543.559,980.9,554.2,0,0.907,20.9,2.6,20.9,7.48,0.55,980.9,542.6,"[[6, 0], [2, 0]]",0,0.0113
525,1785364543.570,980.9,554.2,0,0.907,20.9,2.6,20.9,7.31,0.55,980.9,542.6,"[[6, 0], [2, 0]]",0,0.0112
526,1785364543.581,980.9,554.2,0,0.907,20.9,2.6,20.9,7.31,0.55,980.9,542.6,"[[6, 0], [2, 0]]",0,0.0112
527,1785364543.591,978.6,553.7,0,0.884,18.6,2.2,18.6,6.38,0.44,978.6,542.2,"[[5, 0], [1, 0]]",0,0.0097
528,1785364543.601,978.6,553.7,0,0.884,18.6,2.2,18.6,6.50,0.45,978.6,542.2,"[[5, 0], [1, 0]]",0,0.0098
529,1785364543.612,978.6,553.7,0,0.884,18.6,2.2,18.6,6.50,0.45,978.6,542.2,"[[5, 0], [1, 0]]",0,0.0112
530,1785364543.623,969.8,552.6,0,0.886,9.8,1.2,9.8,2.97,0.22,969.8,541.2,"[[3, 0]]",0,0.0107
531,1785364543.631,969.8,552.6,0,0.886,9.8,1.2,9.8,3.41,0.25,969.8,541.2,"[[3, 0]]",0,0.0082
532,1785364543.640,969.8,552.6,0,0.886,9.8,1.2,9.8,3.41,0.25,969.8,541.2,"[[3, 0]]",0,0.0096
533,1785364543.651,969.8,552.6,0,0.886,9.8,1.2,9.8,3.41,0.25,969.8,541.2,"[[3, 0]]",0,0.0103
534,1785364543.658,956.3,539.4,1,0.859,-3.7,-3.6,4.3,-1.96,-0.91,956.3,536.4,"[[-2, -1]]",0,0.0079
535,1785364543.668,956.3,539.4,1,0.859,-3.7,-3.6,4.3,-1.29,-0.76,956.3,536.4,"[[-1, -1]]",0,0.0092
536,1785364543.679,956.3,539.4,1,0.859,-3.7,-3.6,4.3,-1.29,-0.76,956.3,536.4,"[[-1, -1]]",0,0.0110
537,1785364543.686,947.2,539.3,1,0.861,-12.8,-3.8,13.0,-4.95,-0.80,947.2,536.2,"[[-5, -1]]",0,0.0078
538,1785364543.695,947.2,539.3,1,0.861,-12.8,-3.8,13.0,-4.49,-0.80,947.2,536.2,"[[-4, -1]]",0,0.0083
539,1785364543.702,947.2,539.3,1,0.861,-12.8,-3.8,13.0,-4.49,-0.80,947.2,536.2,"[[-4, -1]]",0,0.0077
540,1785364543.711,947.2,539.3,1,0.861,-12.8,-3.8,13.0,-4.49,-0.80,947.2,536.2,"[[-4, -1]]",0,0.0086
541,1785364543.719,938.0,539.2,1,0.877,-22.0,-3.8,22.1,-8.15,-0.80,938.0,536.2,"[[-6, -1], [-2, 0]]",0,0.0083
542,1785364543.730,938.0,539.2,1,0.877,-22.0,-3.8,22.1,-7.69,-0.80,938.0,536.2,"[[-6, -1], [-2, 0]]",0,0.0108
543,1785364543.743,938.0,539.2,1,0.877,-22.0,-3.8,22.1,-7.69,-0.80,938.0,536.2,"[[-6, -1], [-2, 0]]",0,0.0128
544,1785364543.753,931.3,539.2,1,0.873,-28.7,-3.8,28.7,-10.36,-0.81,931.3,536.2,"[[-6, 0], [-4, 0]]",0,0.0100
545,1785364543.762,931.3,539.2,1,0.873,-28.7,-3.8,28.7,-10.03,-0.81,931.3,536.2,"[[-6, -1], [-4, 0]]",0,0.0092
546,1785364543.773,931.3,539.2,1,0.873,-28.7,-3.8,28.7,-10.03,-0.81,931.3,536.2,"[[-6, -1], [-4, 0]]",0,0.0105
547,1785364543.783,931.3,539.2,1,0.873,-28.7,-3.8,28.7,-10.03,-0.81,931.3,536.2,"[[-6, -1], [-4, 0]]",0,0.0107
548,1785364543.793,932.3,540.1,1,0.762,-27.7,-2.8,27.7,-9.63,-0.56,932.3,537.2,"[[-6, 0], [-3, 0]]",0,0.0099
549,1785364543.803,932.3,540.1,1,0.762,-27.7,-2.8,27.7,-9.68,-0.59,932.3,537.2,"[[-6, 0], [-3, 0]]",0,0.0091
550,1785364543.813,932.3,540.1,1,0.762,-27.7,-2.8,27.7,-9.68,-0.59,932.3,537.2,"[[-6, 0], [-3, 0]]",0,0.0100
551,1785364543.823,939.1,541.0,1,0.877,-20.9,-2.1,20.9,-6.97,-0.41,939.1,537.9,"[[-6, 0], [-1, 0]]",0,0.0105
552,1785364543.832,939.1,541.0,1,0.877,-20.9,-2.1,20.9,-7.31,-0.43,939.1,537.9,"[[-6, 0], [-2, 0]]",0,0.0093
553,1785364543.843,939.1,541.0,1,0.877,-20.9,-2.1,20.9,-7.31,-0.43,939.1,537.9,"[[-6, 0], [-2, 0]]",0,0.0110
554,1785364543.852,949.2,542.5,1,0.877,-10.8,-0.5,10.8,-3.27,-0.06,949.2,539.5,"[[-3, 0]]",0,0.0091
555,1785364543.860,949.2,542.5,1,0.877,-10.8,-0.5,10.8,-3.77,-0.11,949.2,539.5,"[[-4, 0]]",0,0.0073
556,1785364543.868,949.2,542.5,1,0.877,-10.8,-0.5,10.8,-3.77,-0.11,949.2,539.5,"[[-4, 0]]",0,0.0081
557,1785364543.879,949.2,542.5,1,0.877,-10.8,-0.5,10.8,-3.77,-0.11,949.2,539.5,"[[-4, 0]]",0,0.0108
558,1785364543.887,967.8,556.4,0,0.905,7.8,4.5,8.3,3.66,1.09,967.8,544.5,"[[4, 1]]",0,0.0083
559,1785364543.895,967.8,556.4,0,0.905,7.8,4.5,8.3,2.73,0.94,967.8,544.5,"[[3, 1]]",0,0.0077
560,1785364543.903,967.8,556.4,0,0.905,7.8,4.5,8.3,2.73,0.94,967.8,544.5,"[[3, 1]]",0,0.0081
561,1785364543.911,967.8,556.4,0,0.905,7.8,4.5,8.3,2.73,0.94,967.8,544.5,"[[3, 1]]",0,0.0079
562,1785364543.918,981.2,557.0,0,0.910,21.2,5.0,21.4,8.09,1.07,981.2,545.0,"[[6, 1], [2, 0]]",0,0.0075
563,1785364543.929,981.2,557.0,0,0.910,21.2,5.0,21.4,7.42,1.06,981.2,545.0,"[[6, 1], [2, 0]]",0,0.0110
564,1785364543.941,981.2,557.0,0,0.910,21.2,5.0,21.4,7.42,1.06,981.2,545.0,"[[6, 1], [2, 0]]",0,0.0117
565,1785364543.952,981.2,557.0,0,0.910,21.2,5.0,21.4,7.42,1.06,981.2,545.0,"[[6, 1], [2, 0]]",0,0.0108
566,1785364543.962,992.4,556.9,0,0.902,32.4,5.0,32.5,11.89,1.05,992.4,545.0,"[[7, 1], [5, 0]]",0,0.0106
567,1785364543.974,992.4,556.9,0,0.902,32.4,5.0,32.5,11.33,1.05,992.4,545.0,"[[7, 1], [5, 0]]",0,0.0113
568,1785364543.985,1004.4,556.9,0,0.901,44.4,5.0,44.5,16.13,1.05,1004.4,545.0,"[[8, 1], [6, 0], [2, 0]]",0,0.0116
569,1785364543.996,1004.4,556.9,0,0.901,44.4,5.0,44.5,15.53,1.05,1004.4,545.0,"[[8, 1], [6, 0], [2, 0]]",0,0.0111
570,1785364544.010,1004.4,556.9,0,0.901,44.4,5.0,44.5,15.53,1.05,1004.4,545.0,"[[8, 1], [6, 0], [2, 0]]",0,0.0133
571,1785364544.023,1000.2,555.2,0,0.895,40.2,3.4,40.2,13.86,0.67,1000.2,543.4,"[[7, 0], [5, 0], [1, 0]]",0,0.0135
572,1785364544.035,1000.2,555.2,0,0.895,40.2,3.4,40.2,14.07,0.72,1000.2,543.4,"[[7, 0], [5, 0], [1, 0]]",0,0.0121
573,1785364544.049,1000.2,555.2,0,0.895,40.2,3.4,40.2,14.07,0.72,1000.2,543.4,"[[7, 0], [5, 0], [1, 0]]",0,0.0140
574,1785364544.061,992.3,554.0,0,0.890,32.3,2.6,32.4,10.92,0.51,992.3,542.6,"[[7, 0], [4, 0]]",0,0.0120
575,1785364544.073,992.3,554.0,0,0.890,32.3,2.6,32.4,11.31,0.54,992.3,542.6,"[[7, 0], [5, 0]]",0,0.0122
576,1785364544.083,981.8,553.5,0,0.908,21.8,1.6,21.8,7.11,0.32,981.8,541.6,"[[6, 0], [2, 0]]",0,0.0098
577,1785364544.093,981.8,553.5,0,0.908,21.8,1.6,21.8,7.63,0.34,981.8,541.6,"[[6, 0], [2, 0]]",0,0.0102
578,1785364544.103,981.8,553.5,0,0.908,21.8,1.6,21.8,7.63,0.34,981.8,541.6,"[[6, 0], [2, 0]]",0,0.0098
579,1785364544.112,981.8,553.5,0,0.908,21.8,1.6,21.8,7.63,0.34,981.8,541.6,"[[6, 0], [2, 0]]",0,0.0091
580,1785364544.122,969.4,539.7,1,0.865,9.4,-3.5,9.6,2.67,-0.89,969.4,536.5,"[[3, -1]]",0,0.0095
581,1785364544.130,969.4,539.7,1,0.865,9.4,-3.5,9.6,3.29,-0.74,969.4,536.5,"[[3, -1]]",0,0.0078
582,1785364544.137,969.4,539.7,1,0.865,9.4,-3.5,9.6,3.29,-0.74,969.4,536.5,"[[3, -1]]",0,0.0075
583,1785364544.147,969.4,539.7,1,0.865,9.4,-3.5,9.6,3.29,-0.74,969.4,536.5,"[[3, -1]]",0,0.0097
584,1785364544.155,955.7,539.4,1,0.876,-4.3,-3.7,4.8,-2.18,-0.79,955.7,536.3,"[[-2, -1]]",0,0.0083
585,1785364544.163,955.7,539.4,1,0.876,-4.3,-3.7,4.8,-1.50,-0.78,955.7,536.3,"[[-1, -1]]",0,0.0079
586,1785364544.170,955.7,539.4,1,0.876,-4.3,-3.7,4.8,-1.50,-0.78,955.7,536.3,"[[-1, -1]]",0,0.0075
587,1785364544.178,955.7,539.4,1,0.876,-4.3,-3.7,4.8,-1.50,-0.78,955.7,536.3,"[[-1, -1]]",0,0.0075
588,1785364544.185,945.2,539.2,1,0.819,-14.8,-3.8,15.0,-5.70,-0.81,945.2,536.2,"[[-5, -1], [-1, 0]]",0,0.0075
589,1785364544.195,945.2,539.2,1,0.819,-14.8,-3.8,15.0,-5.18,-0.80,945.2,536.2,"[[-5, -1]]",0,0.0091
590,1785364544.203,945.2,539.2,1,0.819,-14.8,-3.8,15.0,-5.18,-0.80,945.2,536.2,"[[-5, -1]]",0,0.0083
591,1785364544.213,945.2,539.2,1,0.819,-14.8,-3.8,15.0,-5.18,-0.80,945.2,536.2,"[[-5, -1]]",0,0.0097
592,1785364544.220,941.9,539.0,1,0.855,-18.1,-4.1,18.3,-6.50,-0.88,941.9,535.9,"[[-5, -1], [-1, 0]]",0,0.0077
593,1785364544.231,941.9,539.0,1,0.855,-18.1,-4.1,18.3,-6.33,-0.87,941.9,535.9,"[[-5, -1], [-1, 0]]",0,0.0103
594,1785364544.242,941.9,539.0,1,0.855,-18.1,-4.1,18.3,-6.33,-0.87,941.9,535.9,"[[-5, -1], [-1, 0]]",0,0.0117
595,1785364544.251,934.9,540.4,1,0.787,-25.1,-2.7,25.1,-9.13,-0.52,934.9,537.3,"[[-6, 0], [-3, 0]]",0,0.0089
596,1785364544.262,934.9,540.4,1,0.787,-25.1,-2.7,25.1,-8.78,-0.56,934.9,537.3,"[[-6, 0], [-3, 0]]",0,0.0104
597,1785364544.274,934.9,540.4,1,0.787,-25.1,-2.7,25.1,-8.78,-0.56,934.9,537.3,"[[-6, 0], [-3, 0]]",0,0.0124
598,1785364544.283,936.8,541.6,1,0.771,-23.2,-1.5,23.2,-8.02,-0.27,936.8,538.5,"[[-6, 0], [-2, 0]]",0,0.0094
599,1785364544.292,936.8,541.6,1,0.771,-23.2,-1.5,23.2,-8.12,-0.31,936.8,538.5,"[[-6, 0], [-2, 0]]",0,0.0091
600,1785364544.302,936.8,541.6,1,0.771,-23.2,-1.5,23.2,-8.12,-0.31,936.8,538.5,"[[-6, 0], [-2, 0]]",0,0.0097
601,1785364544.316,936.8,541.6,1,0.771,-23.2,-1.5,23.2,-8.12,-0.31,936.8,538.5,"[[-6, 0], [-2, 0]]",0,0.0141
602,1785364544.326,946.1,544.2,1,0.860,-13.9,1.2,13.9,-4.41,0.33,946.1,541.2,"[[-4, 0]]",0,0.0098
603,1785364544.334,946.1,544.2,1,0.860,-13.9,1.2,13.9,-4.87,0.25,946.1,541.2,"[[-5, 0]]",0,0.0078
604,1785364544.343,946.1,544.2,1,0.860,-13.9,1.2,13.9,-4.87,0.25,946.1,541.2,"[[-5, 0]]",0,0.0096
605,1785364544.351,954.0,545.9,1,0.833,-6.0,2.9,6.3,-1.71,0.67,954.0,542.9,"[[-2, 1]]",0,0.0076
606,1785364544.359,954.0,545.9,1,0.833,-6.0,2.9,6.3,-2.10,0.62,954.0,542.9,"[[-2, 1]]",0,0.0083
607,1785364544.368,954.0,545.9,1,0.833,-6.0,2.9,6.3,-2.10,0.62,954.0,542.9,"[[-2, 1]]",0,0.0085
608,1785364544.379,954.0,545.9,1,0.833,-6.0,2.9,6.3,-2.10,0.62,954.0,542.9,"[[-2, 1]]",0,0.0107
609,1785364544.387,964.8,546.5,1,0.829,4.8,3.4,5.2,2.22,0.74,964.8,543.4,"[[2, 1]]",0,0.0088
610,1785364544.396,964.8,546.5,1,0.829,4.8,3.4,5.2,1.68,0.72,964.8,543.4,"[[2, 1]]",0,0.0084
611,1785364544.404,964.8,546.5,1,0.829,4.8,3.4,5.2,1.68,0.72,964.8,543.4,"[[2, 1]]",0,0.0087
612,1785364544.414,964.8,546.5,1,0.829,4.8,3.4,5.2,1.68,0.72,964.8,543.4,"[[2, 1]]",0,0.0094
613,1785364544.425,980.1,546.2,1,0.861,20.1,3.1,20.2,7.80,0.65,980.1,543.1,"[[6, 0], [2, 0]]",0,0.0108
614,1785364544.435,980.1,546.2,1,0.861,20.1,3.1,20.2,7.03,0.66,980.1,543.1,"[[6, 1], [2, 0]]",0,0.0104
615,1785364544.445,980.1,546.2,1,0.861,20.1,3.1,20.2,7.03,0.66,980.1,543.1,"[[6, 1], [2, 0]]",0,0.0097
616,1785364544.457,987.9,545.4,1,0.859,27.9,2.3,27.9,10.16,0.45,987.9,542.3,"[[6, 0], [4, 0]]",0,0.0118
617,1785364544.466,987.9,545.4,1,0.859,27.9,2.3,27.9,9.77,0.48,987.9,542.3,"[[6, 0], [4, 0]]",0,0.0094
618,1785364544.477,987.9,545.4,1,0.859,27.9,2.3,27.9,9.77,0.48,987.9,542.3,"[[6, 0], [4, 0]]",0,0.0115
619,1785364544.486,993.7,542.9,1,0.880,33.7,-0.2,33.7,12.10,-0.11,993.7,539.8,"[[7, 0], [5, 0]]",0,0.0089
620,1785364544.496,993.7,542.9,1,0.880,33.7,-0.2,33.7,11.81,-0.04,993.7,539.8,"[[7, 0], [5, 0]]",0,0.0097
621,1785364544.506,993.7,542.9,1,0.880,33.7,-0.2,33.7,11.81,-0.04,993.7,539.8,"[[7, 0], [5, 0]]",0,0.0102
622,1785364544.517,990.9,541.5,1,0.819,30.9,-1.6,30.9,10.68,-0.37,990.9,538.4,"[[6, 0], [4, 0]]",0,0.0109
623,1785364544.528,990.9,541.5,1,0.819,30.9,-1.6,30.9,10.82,-0.33,990.9,538.4,"[[7, 0], [4, 0]]",0,0.0111
624,1785364544.541,990.9,541.5,1,0.819,30.9,-1.6,30.9,10.82,-0.33,990.9,538.4,"[[7, 0], [4, 0]]",0,0.0133
625,1785364544.553,982.4,540.4,1,0.851,22.4,-2.7,22.5,7.43,-0.60,982.4,537.3,"[[6, 0], [2, 0]]",0,0.0111
626,1785364544.564,982.4,540.4,1,0.851,22.4,-2.7,22.5,7.86,-0.56,982.4,537.3,"[[6, 0], [2, 0]]",0,0.0118
627,1785364544.577,982.4,540.4,1,0.851,22.4,-2.7,22.5,7.86,-0.56,982.4,537.3,"[[6, 0], [2, 0]]",0,0.0124
628,1785364544.587,969.6,540.1,1,0.803,9.6,-2.9,9.8,2.72,-0.62,969.6,537.1,"[[3, -1]]",0,0.0107
629,1785364544.595,969.6,540.1,1,0.803,9.6,-2.9,9.8,3.36,-0.61,969.6,537.1,"[[3, -1]]",0,0.0075
630,1785364544.602,969.6,540.1,1,0.803,9.6,-2.9,9.8,3.36,-0.61,969.6,537.1,"[[3, -1]]",0,0.0075
631,1785364544.610,969.6,540.1,1,0.803,9.6,-2.9,9.8,3.36,-0.61,969.6,537.1,"[[3, -1]]",0,0.0072
632,1785364544.618,953.7,540.1,1,0.775,-6.3,-2.9,6.6,-3.00,-0.62,953.7,537.1,"[[-3, -1]]",0,0.0080
633,1785364544.625,953.7,540.1,1,0.775,-6.3,-2.9,6.6,-2.21,-0.62,953.7,537.1,"[[-2, -1]]",0,0.0071
634,1785364544.632,953.7,540.1,1,0.775,-6.3,-2.9,6.6,-2.21,-0.62,953.7,537.1,"[[-2, -1]]",0,0.0072
635,1785364544.641,953.7,540.1,1,0.775,-6.3,-2.9,6.6,-2.21,-0.62,953.7,537.1,"[[-2, -1]]",0,0.0091
636,1785364544.650,953.7,540.1,1,0.775,-6.3,-2.9,6.6,-2.21,-0.62,953.7,537.1,"[[-2, -1]]",0,0.0087
637,1785364544.658,933.1,540.0,1,0.835,-26.9,-3.0,27.0,-10.45,-0.63,933.1,537.0,"[[-6, 0], [-4, 0]]",0,0.0080
638,1785364544.666,933.1,540.0,1,0.835,-26.9,-3.0,27.0,-9.42,-0.63,933.1,537.0,"[[-6, 0], [-3, 0]]",0,0.0085
639,1785364544.676,933.1,540.0,1,0.835,-26.9,-3.0,27.0,-9.42,-0.63,933.1,537.0,"[[-6, 0], [-3, 0]]",0,0.0100
640,1785364544.685,922.7,540.2,1,0.819,-37.3,-3.0,37.3,-13.57,-0.62,922.7,537.0,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0085
641,1785364544.699,922.7,540.2,1,0.819,-37.3,-3.0,37.3,-13.05,-0.62,922.7,537.0,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0139
642,1785364544.711,922.7,540.2,1,0.819,-37.3,-3.0,37.3,-13.05,-0.62,922.7,537.0,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0125
643,1785364544.723,915.9,541.8,1,0.874,-44.1,-1.3,44.1,-15.78,-0.22,915.9,538.7,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0121
644,1785364544.738,915.9,541.8,1,0.874,-44.1,-1.3,44.1,-15.43,-0.27,915.9,538.7,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0143
645,1785364544.750,915.9,541.8,1,0.874,-44.1,-1.3,44.1,-15.43,-0.27,915.9,538.7,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0124
646,1785364544.761,918.8,543.9,1,0.847,-41.2,0.8,41.2,-14.28,0.23,918.8,540.8,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0114
647,1785364544.775,918.8,543.9,1,0.847,-41.2,0.8,41.2,-14.43,0.17,918.8,540.8,"[[-7, 0], [-6, 0], [-1, 0]]",0,0.0138
648,1785364544.788,930.2,544.8,1,0.865,-29.8,1.7,29.8,-9.87,0.38,930.2,541.7,"[[-6, 0], [-4, 0]]",0,0.0130
649,1785364544.798,930.2,544.8,1,0.865,-29.8,1.7,29.8,-10.44,0.35,930.2,541.7,"[[-6, 0], [-4, 0]]",0,0.0096
650,1785364544.810,930.2,544.8,1,0.865,-29.8,1.7,29.8,-10.44,0.35,930.2,541.7,"[[-6, 0], [-4, 0]]",0,0.0121
651,1785364544.820,941.6,545.2,1,0.846,-18.4,2.2,18.4,-5.86,0.48,941.6,542.2,"[[-5, 0], [-1, 0]]",0,0.0100
652,1785364544.829,941.6,545.2,1,0.846,-18.4,2.2,18.4,-6.43,0.46,941.6,542.2,"[[-5, 0], [-1, 0]]",0,0.0086
653,1785364544.841,941.6,545.2,1,0.846,-18.4,2.2,18.4,-6.43,0.46,941.6,542.2,"[[-5, 0], [-1, 0]]",0,0.0124
654,1785364544.850,955.3,545.5,1,0.827,-4.7,2.4,4.9,-0.95,0.50,955.3,542.4,"[[-1, 1]]",0,0.0095
655,1785364544.860,955.3,545.5,1,0.827,-4.7,2.4,4.9,-1.63,0.50,955.3,542.4,"[[-2, 0]]",0,0.0093
656,1785364544.870,955.3,545.5,1,0.827,-4.7,2.4,4.9,-1.63,0.50,955.3,542.4,"[[-2, 0]]",0,0.0102
657,1785364544.880,955.3,545.5,1,0.827,-4.7,2.4,4.9,-1.63,0.50,955.3,542.4,"[[-2, 0]]",0,0.0099
658,1785364544.888,969.1,546.0,1,0.813,9.1,3.0,9.3,3.87,0.64,969.1,543.0,"[[4, 1]]",0,0.0081
659,1785364544.895,969.1,546.0,1,0.813,9.1,3.0,9.3,3.18,0.62,969.1,543.0,"[[3, 1]]",0,0.0073
660,1785364544.903,969.1,546.0,1,0.813,9.1,3.0,9.3,3.18,0.62,969.1,543.0,"[[3, 1]]",0,0.0074
661,1785364544.913,969.1,546.0,1,0.813,9.1,3.0,9.3,3.18,0.62,969.1,543.0,"[[3, 1]]",0,0.0103
662,1785364544.921,977.3,546.2,1,0.846,17.3,3.1,17.4,6.46,0.65,977.3,543.1,"[[5, 1], [1, 0]]",0,0.0080
663,1785364544.931,977.3,546.2,1,0.846,17.3,3.1,17.4,6.05,0.65,977.3,543.1,"[[5, 1], [1, 0]]",0,0.0100
664,1785364544.943,977.3,546.2,1,0.846,17.3,3.1,17.4,6.05,0.65,977.3,543.1,"[[5, 1], [1, 0]]",0,0.0116
665,1785364544.952,979.1,546.3,1,0.860,19.1,3.2,19.2,6.77,0.68,979.1,543.2,"[[5, 1], [1, 0]]",0,0.0094
666,1785364544.962,979.1,546.3,1,0.860,19.1,3.2,19.2,6.68,0.67,979.1,543.2,"[[5, 1], [1, 0]]",0,0.0103
667,1785364544.971,979.1,546.3,1,0.860,19.1,3.2,19.2,6.68,0.67,979.1,543.2,"[[5, 1], [1, 0]]",0,0.0092
668,1785364544.981,979.1,546.3,1,0.860,19.1,3.2,19.2,6.68,0.67,979.1,543.2,"[[5, 1], [1, 0]]",0,0.0094
669,1785364544.989,977.4,545.6,1,0.839,17.4,2.4,17.5,6.02,0.49,977.4,542.4,"[[5, 0], [1, 0]]",0,0.0087
670,1785364545.000,977.4,545.6,1,0.839,17.4,2.4,17.5,6.10,0.51,977.4,542.4,"[[5, 0], [1, 0]]",0,0.0103
671,1785364545.012,977.4,545.6,1,0.839,17.4,2.4,17.5,6.10,0.51,977.4,542.4,"[[5, 0], [1, 0]]",0,0.0119
672,1785364545.023,969.1,544.1,1,0.751,9.1,1.1,9.2,2.78,0.19,969.1,541.1,"[[3, 0]]",0,0.0111
673,1785364545.032,969.1,544.1,1,0.751,9.1,1.1,9.2,3.20,0.23,969.1,541.1,"[[3, 0]]",0,0.0090
674,1785364545.041,969.1,544.1,1,0.751,9.1,1.1,9.2,3.20,0.23,969.1,541.1,"[[3, 0]]",0,0.0091
675,1785364545.049,969.1,544.1,1,0.751,9.1,1.1,9.2,3.20,0.23,969.1,541.1,"[[3, 0]]",0,0.0081
676,1785364545.056,956.8,542.4,1,0.857,-3.2,-0.6,3.2,-1.75,-0.18,956.8,539.4,"[[-2, 0]]",0,0.0074
677,1785364545.063,956.8,542.4,1,0.857,-3.2,-0.6,3.2,-1.13,-0.13,956.8,539.4,"[[-1, 0]]",0,0.0070
678,1785364545.071,956.8,542.4,1,0.857,-3.2,-0.6,3.2,-1.13,-0.13,956.8,539.4,"[[-1, 0]]",0,0.0079
679,1785364545.081,956.8,542.4,1,0.857,-3.2,-0.6,3.2,-1.13,-0.13,956.8,539.4,"[[-1, 0]]",0,0.0097
680,1785364545.089,950.2,541.7,1,0.849,-9.8,-1.3,9.8,-3.76,-0.30,950.2,538.7,"[[-4, 0]]",0,0.0085
681,1785364545.097,950.2,541.7,1,0.849,-9.8,-1.3,9.8,-3.43,-0.28,950.2,538.7,"[[-3, 0]]",0,0.0079
682,1785364545.107,950.2,541.7,1,0.849,-9.8,-1.3,9.8,-3.43,-0.28,950.2,538.7,"[[-3, 0]]",0,0.0094
683,1785364545.116,950.2,541.7,1,0.849,-9.8,-1.3,9.8,-3.43,-0.28,950.2,538.7,"[[-3, 0]]",0,0.0091
684,1785364545.124,938.4,540.2,1,0.841,-21.6,-2.8,21.7,-8.15,-0.64,938.4,537.2,"[[-6, 0], [-2, 0]]",0,0.0083
685,1785364545.134,938.4,540.2,1,0.841,-21.6,-2.8,21.7,-7.56,-0.60,938.4,537.2,"[[-6, 0], [-2, 0]]",0,0.0099
686,1785364545.145,938.4,540.2,1,0.841,-21.6,-2.8,21.7,-7.56,-0.60,938.4,537.2,"[[-6, 0], [-2, 0]]",0,0.0111
687,1785364545.154,931.7,540.1,1,0.717,-28.3,-2.9,28.3,-10.23,-0.61,931.7,537.1,"[[-6, 0], [-4, 0]]",0,0.0093
688,1785364545.164,931.7,540.1,1,0.717,-28.3,-2.9,28.3,-9.90,-0.61,931.7,537.1,"[[-6, 0], [-4, 0]]",0,0.0097
689,1785364545.176,931.7,540.1,1,0.717,-28.3,-2.9,28.3,-9.90,-0.61,931.7,537.1,"[[-6, 0], [-4, 0]]",0,0.0114
690,1785364545.185,933.0,539.4,1,0.875,-27.0,-3.5,27.1,-9.37,-0.76,933.0,536.5,"[[-6, 0], [-3, 0]]",0,0.0097
691,1785364545.196,933.0,539.4,1,0.875,-27.0,-3.5,27.1,-9.44,-0.74,933.0,536.5,"[[-6, 0], [-3, 0]]",0,0.0109
692,1785364545.209,933.0,539.4,1,0.875,-27.0,-3.5,27.1,-9.44,-0.74,933.0,536.5,"[[-6, 0], [-3, 0]]",0,0.0128
693,1785364545.219,938.9,539.2,1,0.882,-21.1,-3.8,21.3,-7.11,-0.82,938.9,536.2,"[[-6, -1], [-2, 0]]",0,0.0099
694,1785364545.228,938.9,539.2,1,0.882,-21.1,-3.8,21.3,-7.40,-0.81,938.9,536.2,"[[-6, -1], [-2, 0]]",0,0.0094
695,1785364545.238,938.9,539.2,1,0.882,-21.1,-3.8,21.3,-7.40,-0.81,938.9,536.2,"[[-6, -1], [-2, 0]]",0,0.0096
696,1785364545.249,938.9,539.2,1,0.882,-21.1,-3.8,21.3,-7.40,-0.81,938.9,536.2,"[[-6, -1], [-2, 0]]",0,0.0113
697,1785364545.258,948.3,538.8,1,0.871,-11.7,-4.2,12.0,-3.64,-0.89,948.3,535.8,"[[-4, -1]]",0,0.0089
698,1785364545.265,948.3,538.8,1,0.871,-11.7,-4.2,12.0,-4.11,-0.88,948.3,535.8,"[[-4, -1]]",0,0.0074
699,1785364545.275,948.3,538.8,1,0.871,-11.7,-4.2,12.0,-4.11,-0.88,948.3,535.8,"[[-4, -1]]",0,0.0097
700,1785364545.283,966.5,538.8,1,0.850,6.5,-4.3,7.0,3.17,-0.91,966.5,535.7,"[[3, -1]]",0,0.0078
701,1785364545.291,966.5,538.8,1,0.850,6.5,-4.3,7.0,2.26,-0.91,966.5,535.7,"[[2, -1]]",0,0.0085
702,1785364545.301,966.5,538.8,1,0.850,6.5,-4.3,7.0,2.26,-0.91,966.5,535.7,"[[2, -1]]",0,0.0092
703,1785364545.310,966.5,538.8,1,0.850,6.5,-4.3,7.0,2.26,-0.91,966.5,535.7,"[[2, -1]]",0,0.0095
704,1785364545.317,979.1,538.7,1,0.878,19.1,-4.4,19.3,7.31,-0.93,979.1,535.6,"[[6, -1], [2, 0]]",0,0.0074
705,1785364545.327,979.1,538.7,1,0.878,19.1,-4.4,19.3,6.68,-0.92,979.1,535.6,"[[5, -1], [1, 0]]",0,0.0097
706,1785364545.337,979.1,538.7,1,0.878,19.1,-4.4,19.3,6.68,-0.92,979.1,535.6,"[[5, -1], [1, 0]]",0,0.0097
