frame,timestamp,target_cx,target_cy,target_class,confidence,error_x,error_y,distance,output_x,output_y,aim_x,aim_y,steps,settled,dt
169,1785364539.468,947.3,542.4,1,0.868,-12.7,-0.7,12.7,-4.45,-0.14,947.3,539.3,"[[-4, 0]]",0,0.0081
170,1785364539.476,947.3,542.4,1,0.868,-12.7,-0.7,12.7,-4.45,-0.14,947.3,539.3,"[[-4, 0]]",0,0.0083
171,1785364539.485,971.1,542.4,1,0.870,11.1,-0.7,11.1,5.07,-0.14,971.1,539.3,"[[5, 0]]",0,0.0084
172,1785364539.492,971.1,542.4,1,0.870,11.1,-0.7,11.1,3.88,-0.14,971.1,539.3,"[[4, 0]]",0,0.0076
173,1785364539.501,971.1,542.4,1,0.870,11.1,-0.7,11.1,3.88,-0.14,971.1,539.3,"[[4, 0]]",0,0.0091
174,1785364539.511,971.1,542.4,1,0.870,11.1,-0.7,11.1,3.88,-0.14,971.1,539.3,"[[4, 0]]",0,0.0094
175,1785364539.519,1005.3,542.4,1,0.877,45.3,-0.6,45.3,17.59,-0.13,1005.3,539.4,"[[8, 0], [6, 0], [3, 0]]",0,0.0080
176,1785364539.534,1005.3,542.4,1,0.877,45.3,-0.6,45.3,15.87,-0.13,1005.3,539.4,"[[8, 0], [6, 0], [2, 0]]",0,0.0154
177,1785364539.547,1005.3,542.4,1,0.877,45.3,-0.6,45.3,15.87,-0.13,1005.3,539.4,"[[8, 0], [6, 0], [2, 0]]",0,0.0132
178,1785364539.559,1015.2,542.4,1,0.717,55.2,-0.7,55.2,19.82,-0.14,1015.2,539.3,"[[9, 0], [7, 0], [4, 0]]",0,0.0119
179,1785364539.573,1015.2,542.4,1,0.717,55.2,-0.7,55.2,19.32,-0.14,1015.2,539.3,"[[9, 0], [6, 0], [4, 0]]",0,0.0143
180,1785364539.588,1028.2,541.7,1,0.876,68.2,-1.3,68.2,24.50,-0.29,1028.2,538.7,"[[10, 0], [7, 0], [6, 0], [1, 0]]",0,0.0149
181,1785364539.603,1028.2,541.7,1,0.876,68.2,-1.3,68.2,23.85,-0.27,1028.2,538.7,"[[10, 0], [7, 0], [5, 0], [1, 0]]",0,0.0148
182,1785364539.617,1022.0,541.8,1,0.884,62.0,-1.2,62.0,21.41,-0.26,1022.0,538.8,"[[9, 0], [7, 0], [5, 0]]",0,0.0142
183,1785364539.629,1022.0,541.8,1,0.884,62.0,-1.2,62.0,21.71,-0.26,1022.0,538.8,"[[9, 0], [7, 0], [5, 0]]",0,0.0119
184,1785364539.643,1022.0,541.8,1,0.884,62.0,-1.2,62.0,21.71,-0.26,1022.0,538.8,"[[9, 0], [7, 0], [5, 0]]",0,0.0137
185,1785364539.655,1004.9,541.8,1,0.879,44.9,-1.3,44.9,14.85,-0.28,1004.9,538.7,"[[8, 0], [6, 0], [2, 0]]",0,0.0120
186,1785364539.667,1004.9,541.8,1,0.879,44.9,-1.3,44.9,15.70,-0.27,1004.9,538.7,"[[8, 0], [6, 0], [2, 0]]",0,0.0123
187,1785364539.679,1004.9,541.8,1,0.879,44.9,-1.3,44.9,15.70,-0.27,1004.9,538.7,"[[8, 0], [6, 0], [2, 0]]",0,0.0120
188,1785364539.690,987.8,541.8,1,0.876,27.8,-1.2,27.8,8.88,-0.24,987.8,538.8,"[[6, 0], [3, 0]]",0,0.0112
189,1785364539.700,987.8,541.8,1,0.876,27.8,-1.2,27.8,9.73,-0.25,987.8,538.8,"[[6, 0], [3, 0]]",0,0.0099
190,1785364539.712,987.8,541.8,1,0.876,27.8,-1.2,27.8,9.73,-0.25,987.8,538.8,"[[6, 0], [3, 0]]",0,0.0116
191,1785364539.722,957.7,541.8,1,0.867,-2.3,-1.2,2.5,-2.33,-0.26,957.7,538.8,"[[-2, 0]]",0,0.0102
192,1785364539.730,957.7,541.8,1,0.867,-2.3,-1.2,2.5,-0.82,-0.26,957.7,538.8,"[[-1, 0]]",0,0.0076
193,1785364539.738,957.7,541.8,1,0.867,-2.3,-1.2,2.5,-0.82,-0.26,957.7,538.8,"[[-1, 0]]",0,0.0086
194,1785364539.748,957.7,541.8,1,0.867,-2.3,-1.2,2.5,-0.82,-0.26,957.7,538.8,"[[-1, 0]]",0,0.0091
195,1785364539.756,930.2,541.8,1,0.882,-29.8,-1.2,29.8,-11.81,-0.26,930.2,538.8,"[[-7, 0], [-5, 0]]",0,0.0083
196,1785364539.766,930.2,541.8,1,0.882,-29.8,-1.2,29.8,-10.44,-0.26,930.2,538.8,"[[-6, 0], [-4, 0]]",0,0.0102
197,1785364539.777,930.2,541.8,1,0.882,-29.8,-1.2,29.8,-10.44,-0.26,930.2,538.8,"[[-6, 0], [-4, 0]]",0,0.0112
198,1785364539.787,912.9,541.8,1,0.805,-47.1,-1.3,47.1,-17.36,-0.28,912.9,538.7,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0096
199,1785364539.798,912.9,541.8,1,0.805,-47.1,-1.3,47.1,-16.49,-0.27,912.9,538.7,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0113
200,1785364539.815,912.9,541.8,1,0.805,-47.1,-1.3,47.1,-16.49,-0.27,912.9,538.7,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0166
201,1785364539.827,897.0,541.7,1,0.829,-63.0,-1.3,63.0,-22.83,-0.27,897.0,538.7,"[[-10, 0], [-7, 0], [-5, 0], [-1, 0]]",0,0.0124
202,1785364539.844,897.0,541.7,1,0.829,-63.0,-1.3,63.0,-22.04,-0.27,897.0,538.7,"[[-9, 0], [-7, 0], [-5, 0]]",0,0.0170
203,1785364539.856,894.8,542.0,1,0.844,-65.2,-1.0,65.2,-22.95,-0.21,894.8,539.0,"[[-10, 0], [-7, 0], [-5, 0], [-1, 0]]",0,0.0115
204,1785364539.874,894.8,542.0,1,0.844,-65.2,-1.0,65.2,-22.83,-0.22,894.8,539.0,"[[-10, 0], [-7, 0], [-5, 0], [-1, 0]]",0,0.0184
205,1785364539.889,908.1,542.0,1,0.868,-51.9,-1.0,51.9,-17.49,-0.22,908.1,539.0,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0154
206,1785364539.903,908.1,542.0,1,0.868,-51.9,-1.0,51.9,-18.16,-0.22,908.1,539.0,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0137
207,1785364539.915,908.1,542.0,1,0.868,-51.9,-1.0,51.9,-18.16,-0.22,908.1,539.0,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0116
208,1785364539.928,925.7,542.0,1,0.876,-34.3,-1.0,34.3,-11.12,-0.21,925.7,539.0,"[[-7, 0], [-5, 0]]",0,0.0132
209,1785364539.938,925.7,542.0,1,0.876,-34.3,-1.0,34.3,-12.00,-0.22,925.7,539.0,"[[-7, 0], [-5, 0]]",0,0.0103
210,1785364539.949,925.7,542.0,1,0.876,-34.3,-1.0,34.3,-12.00,-0.22,925.7,539.0,"[[-7, 0], [-5, 0]]",0,0.0105
211,1785364539.958,950.6,542.3,1,0.830,-9.4,-0.6,9.4,-2.03,-0.12,950.6,539.4,"[[-2, 0]]",0,0.0092
212,1785364539.966,950.6,542.3,1,0.830,-9.4,-0.6,9.4,-3.27,-0.13,950.6,539.4,"[[-3, 0]]",0,0.0078
213,1785364539.976,950.6,542.3,1,0.830,-9.4,-0.6,9.4,-3.27,-0.13,950.6,539.4,"[[-3, 0]]",0,0.0099
214,1785364539.984,969.0,542.3,1,0.827,9.0,-0.7,9.1,4.08,-0.16,969.0,539.3,"[[4, 0]]",0,0.0088
215,1785364539.994,969.0,542.3,1,0.827,9.0,-0.7,9.1,3.16,-0.15,969.0,539.3,"[[3, 0]]",0,0.0092
216,1785364540.001,969.0,542.3,1,0.827,9.0,-0.7,9.1,3.16,-0.15,969.0,539.3,"[[3, 0]]",0,0.0077
217,1785364540.010,969.0,542.3,1,0.827,9.0,-0.7,9.1,3.16,-0.15,969.0,539.3,"[[3, 0]]",0,0.0089
218,1785364540.019,984.0,555.6,0,0.900,24.0,4.1,24.1,9.14,1.00,984.0,544.1,"[[6, 1], [3, 0]]",0,0.0085
219,1785364540.028,984.0,555.6,0,0.900,24.0,4.1,24.1,8.39,0.86,984.0,544.1,"[[6, 1], [3, 0]]",0,0.0090
220,1785364540.039,984.0,555.6,0,0.900,24.0,4.1,24.1,8.39,0.86,984.0,544.1,"[[6, 1], [3, 0]]",0,0.0115
221,1785364540.050,984.0,555.6,0,0.900,24.0,4.1,24.1,8.39,0.86,984.0,544.1,"[[6, 1], [3, 0]]",0,0.0110
222,1785364540.061,998.6,556.1,0,0.897,38.6,4.3,38.7,14.24,0.90,998.6,544.3,"[[7, 0], [5, 0], [1, 0]]",0,0.0104
223,1785364540.075,998.6,556.1,0,0.897,38.6,4.3,38.7,13.51,0.89,998.6,544.3,"[[7, 0], [5, 0], [1, 0]]",0,0.0147
224,1785364540.088,1003.3,556.4,0,0.886,43.3,4.6,43.4,15.39,0.97,1003.3,544.6,"[[8, 0], [6, 0], [2, 0]]",0,0.0127
225,1785364540.102,1003.3,556.4,0,0.886,43.3,4.6,43.4,15.15,0.96,1003.3,544.6,"[[8, 0], [6, 0], [2, 0]]",0,0.0138
226,1785364540.117,1003.3,556.4,0,0.886,43.3,4.6,43.4,15.15,0.96,1003.3,544.6,"[[8, 0], [6, 0], [2, 0]]",0,0.0157
227,1785364540.130,994.8,556.7,0,0.881,34.8,4.8,34.9,11.77,1.01,994.8,544.8,"[[7, 1], [5, 0]]",0,0.0126
228,1785364540.143,994.8,556.7,0,0.881,34.8,4.8,34.9,12.19,1.00,994.8,544.8,"[[7, 1], [5, 0]]",0,0.0131
229,1785364540.154,972.4,542.5,1,0.868,12.4,-0.5,12.4,3.22,-0.27,972.4,539.5,"[[3, 0]]",0,0.0105
230,1785364540.162,972.4,542.5,1,0.868,12.4,-0.5,12.4,4.34,-0.11,972.4,539.5,"[[4, 0]]",0,0.0083
231,1785364540.170,972.4,542.5,1,0.868,12.4,-0.5,12.4,4.34,-0.11,972.4,539.5,"[[4, 0]]",0,0.0079
232,1785364540.178,972.4,542.5,1,0.868,12.4,-0.5,12.4,4.34,-0.11,972.4,539.5,"[[4, 0]]",0,0.0079
233,1785364540.187,949.8,541.9,1,0.842,-10.2,-1.2,10.3,-4.71,-0.28,949.8,538.8,"[[-5, 0]]",0,0.0092
234,1785364540.196,949.8,541.9,1,0.842,-10.2,-1.2,10.3,-3.58,-0.26,949.8,538.8,"[[-4, 0]]",0,0.0085
235,1785364540.204,949.8,541.9,1,0.842,-10.2,-1.2,10.3,-3.58,-0.26,949.8,538.8,"[[-4, 0]]",0,0.0088
236,1785364540.214,949.8,541.9,1,0.842,-10.2,-1.2,10.3,-3.58,-0.26,949.8,538.8,"[[-4, 0]]",0,0.0101
237,1785364540.223,929.1,554.4,0,0.894,-30.9,2.8,31.0,-11.86,0.70,929.1,542.8,"[[-7, 0], [-5, 0]]",0,0.0087
238,1785364540.234,929.1,554.4,0,0.894,-30.9,2.8,31.0,-10.83,0.58,929.1,542.8,"[[-7, 0], [-4, 0]]",0,0.0113
239,1785364540.246,929.1,554.4,0,0.894,-30.9,2.8,31.0,-10.83,0.58,929.1,542.8,"[[-7, 0], [-4, 0]]",0,0.0117
240,1785364540.257,902.8,553.9,0,0.884,-57.2,2.1,57.2,-21.32,0.41,902.8,542.1,"[[-9, 0], [-7, 0], [-5, 0]]",0,0.0107
241,1785364540.268,902.8,553.9,0,0.884,-57.2,2.1,57.2,-20.01,0.43,902.8,542.1,"[[-9, 0], [-7, 0], [-4, 0]]",0,0.0117
242,1785364540.283,902.8,553.9,0,0.884,-57.2,2.1,57.2,-20.01,0.43,902.8,542.1,"[[-9, 0], [-7, 0], [-4, 0]]",0,0.0147
243,1785364540.296,894.1,553.4,0,0.884,-65.9,2.0,65.9,-23.49,0.42,894.1,542.0,"[[-10, 0], [-7, 0], [-5, 0], [-1, 0]]",0,0.0125
244,1785364540.317,894.1,553.4,0,0.884,-65.9,2.0,65.9,-23.06,0.42,894.1,542.0,"[[-10, 0], [-7, 0], [-5, 0], [-1, 0]]",0,0.0211
245,1785364540.331,888.3,552.6,0,0.886,-71.7,0.7,71.7,-25.37,0.12,888.3,540.7,"[[-10, 0], [-8, 0], [-6, 0], [-2, 0]]",0,0.0142
246,1785364540.346,888.3,552.6,0,0.886,-71.7,0.7,71.7,-25.08,0.16,888.3,540.7,"[[-10, 0], [-8, 0], [-6, 0], [-2, 0]]",0,0.0153
247,1785364540.364,894.9,552.8,0,0.881,-65.1,0.5,65.1,-22.46,0.11,894.9,540.5,"[[-10, 0], [-7, 0], [-5, 0], [-1, 0]]",0,0.0177
248,1785364540.378,894.9,552.8,0,0.881,-65.1,0.5,65.1,-22.79,0.11,894.9,540.5,"[[-10, 0], [-7, 0], [-5, 0], [-1, 0]]",0,0.0143
249,1785364540.394,915.6,552.7,0,0.894,-44.4,0.4,44.4,-14.49,0.09,915.6,540.4,"[[-7, 0], [-6, 0], [-1, 0]]",0,0.0157
250,1785364540.406,915.6,552.7,0,0.894,-44.4,0.4,44.4,-15.52,0.09,915.6,540.4,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0116
251,1785364540.419,932.6,552.9,0,0.886,-27.4,0.6,27.4,-8.75,0.14,932.6,540.6,"[[-6, 0], [-3, 0]]",0,0.0133
252,1785364540.429,932.6,552.9,0,0.886,-27.4,0.6,27.4,-9.59,0.13,932.6,540.6,"[[-6, 0], [-3, 0]]",0,0.0100
253,1785364540.441,932.6,552.9,0,0.886,-27.4,0.6,27.4,-9.59,0.13,932.6,540.6,"[[-6, 0], [-3, 0]]",0,0.0123
254,1785364540.452,952.6,552.8,0,0.880,-7.4,0.7,7.4,-1.58,0.14,952.6,540.7,"[[-2, 0]]",0,0.0104
255,1785364540.460,952.6,552.8,0,0.880,-7.4,0.7,7.4,-2.58,0.14,952.6,540.7,"[[-3, 0]]",0,0.0083
256,1785364540.468,952.6,552.8,0,0.880,-7.4,0.7,7.4,-2.58,0.14,952.6,540.7,"[[-3, 0]]",0,0.0083
257,1785364540.478,952.6,552.8,0,0.880,-7.4,0.7,7.4,-2.58,0.14,952.6,540.7,"[[-3, 0]]",0,0.0100
258,1785364540.486,975.1,552.7,0,0.878,15.1,0.9,15.1,6.41,0.21,975.1,540.9,"[[5, 0], [1, 0]]",0,0.0081
259,1785364540.495,975.1,552.7,0,0.878,15.1,0.9,15.1,5.29,0.20,975.1,540.9,"[[5, 0]]",0,0.0087
260,1785364540.503,975.1,552.7,0,0.878,15.1,0.9,15.1,5.29,0.20,975.1,540.9,"[[5, 0]]",0,0.0077
261,1785364540.512,975.1,552.7,0,0.878,15.1,0.9,15.1,5.29,0.20,975.1,540.9,"[[5, 0]]",0,0.0091
262,1785364540.520,1000.6,553.0,0,0.857,40.6,1.3,40.6,15.48,0.27,1000.6,541.3,"[[8, 0], [6, 0], [2, 0]]",0,0.0084
263,1785364540.533,1000.6,553.0,0,0.857,40.6,1.3,40.6,14.21,0.27,1000.6,541.3,"[[7, 0], [5, 0], [1, 0]]",0,0.0127
264,1785364540.544,1000.6,553.0,0,0.857,40.6,1.3,40.6,14.21,0.27,1000.6,541.3,"[[7, 0], [5, 0], [1, 0]]",0,0.0113
265,1785364540.555,1008.9,553.2,0,0.879,48.9,1.3,48.9,17.51,0.27,1008.9,541.3,"[[8, 0], [6, 0], [3, 0]]",0,0.0110
266,1785364540.567,1008.9,553.2,0,0.879,48.9,1.3,48.9,17.10,0.27,1008.9,541.3,"[[8, 0], [6, 0], [3, 0]]",0,0.0114
267,1785364540.579,1008.9,553.2,0,0.879,48.9,1.3,48.9,17.10,0.27,1008.9,541.3,"[[8, 0], [6, 0], [3, 0]]",0,0.0128
268,1785364540.591,1018.7,553.4,0,0.887,58.7,1.1,58.7,21.05,0.24,1018.7,541.1,"[[9, 0], [7, 0], [5, 0]]",0,0.0116
269,1785364540.603,1018.7,553.4,0,0.887,58.7,1.1,58.7,20.56,0.24,1018.7,541.1,"[[9, 0], [7, 0], [5, 0]]",0,0.0118
270,1785364540.616,1018.7,553.4,0,0.887,58.7,1.1,58.7,20.56,0.24,1018.7,541.1,"[[9, 0], [7, 0], [5, 0]]",0,0.0136
271,1785364540.630,1012.0,552.8,0,0.885,52.0,0.7,52.0,17.85,0.13,1012.0,540.7,"[[8, 0], [6, 0], [3, 0]]",0,0.0132
272,1785364540.644,1012.0,552.8,0,0.885,52.0,0.7,52.0,18.19,0.14,1012.0,540.7,"[[8, 0], [6, 0], [3, 0]]",0,0.0143
273,1785364540.655,993.2,553.0,0,0.889,33.2,0.7,33.2,10.69,0.16,993.2,540.7,"[[6, 0], [4, 0]]",0,0.0110
274,1785364540.665,993.2,553.0,0,0.889,33.2,0.7,33.2,11.63,0.15,993.2,540.7,"[[7, 0], [5, 0]]",0,0.0097
275,1785364540.676,993.2,553.0,0,0.889,33.2,0.7,33.2,11.63,0.15,993.2,540.7,"[[7, 0], [5, 0]]",0,0.0112
276,1785364540.686,974.7,552.5,0,0.889,14.7,0.5,14.7,4.21,0.09,974.7,540.5,"[[4, 0]]",0,0.0099
277,1785364540.693,974.7,552.5,0,0.889,14.7,0.5,14.7,5.14,0.10,974.7,540.5,"[[5, 0]]",0,0.0078
278,1785364540.701,974.7,552.5,0,0.889,14.7,0.5,14.7,5.14,0.10,974.7,540.5,"[[5, 0]]",0,0.0078
279,1785364540.710,974.7,552.5,0,0.889,14.7,0.5,14.7,5.14,0.10,974.7,540.5,"[[5, 0]]",0,0.0089
280,1785364540.719,956.6,539.4,1,0.841,-3.4,-3.6,4.1,-2.10,-0.88,956.6,536.4,"[[-2, -1]]",0,0.0084
281,1785364540.726,956.6,539.4,1,0.841,-3.4,-3.6,4.1,-1.20,-0.76,956.6,536.4,"[[-1, -1]]",0,0.0076
282,1785364540.734,956.6,539.4,1,0.841,-3.4,-3.6,4.1,-1.20,-0.76,956.6,536.4,"[[-1, -1]]",0,0.0081
283,1785364540.744,956.6,539.4,1,0.841,-3.4,-3.6,4.1,-1.20,-0.76,956.6,536.4,"[[-1, -1]]",0,0.0095
284,1785364540.752,921.1,539.4,1,0.814,-38.9,-3.7,39.0,-15.40,-0.78,921.1,536.3,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0081
285,1785364540.764,921.1,539.4,1,0.814,-38.9,-3.7,39.0,-13.62,-0.77,921.1,536.3,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0117
286,1785364540.777,921.1,539.4,1,0.814,-38.9,-3.7,39.0,-13.62,-0.77,921.1,536.3,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0133
287,1785364540.789,905.0,539.4,1,0.762,-55.0,-3.6,55.1,-20.07,-0.76,905.0,536.4,"[[-9, 0], [-7, 0], [-5, 0]]",0,0.0122
288,1785364540.802,905.0,539.4,1,0.762,-55.0,-3.6,55.1,-19.26,-0.76,905.0,536.4,"[[-9, 0], [-6, 0], [-4, 0]]",0,0.0133
289,1785364540.816,905.0,539.4,1,0.762,-55.0,-3.6,55.1,-19.26,-0.76,905.0,536.4,"[[-9, 0], [-6, 0], [-4, 0]]",0,0.0134
290,1785364540.828,896.6,552.4,0,0.884,-63.4,0.5,63.4,-22.60,0.23,896.6,540.5,"[[-10, 0], [-7, 0], [-5, 0], [-1, 0]]",0,0.0117
291,1785364540.841,896.6,552.4,0,0.884,-63.4,0.5,63.4,-22.19,0.10,896.6,540.5,"[[-10, 0], [-7, 0], [-5, 0]]",0,0.0137
292,1785364540.855,899.3,554.4,0,0.896,-60.7,2.3,60.7,-21.12,0.54,899.3,542.3,"[[-9, 0], [-7, 0], [-5, 0]]",0,0.0142
293,1785364540.869,899.3,554.4,0,0.896,-60.7,2.3,60.7,-21.25,0.49,899.3,542.3,"[[-9, 0], [-7, 0], [-5, 0]]",0,0.0134
294,1785364540.881,899.3,554.4,0,0.896,-60.7,2.3,60.7,-21.25,0.49,899.3,542.3,"[[-9, 0], [-7, 0], [-5, 0]]",0,0.0125
295,1785364540.893,912.4,554.2,0,0.883,-47.6,2.3,47.6,-16.00,0.47,912.4,542.3,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0117
296,1785364540.910,912.4,554.2,0,0.883,-47.6,2.3,47.6,-16.66,0.48,912.4,542.3,"[[-8, 0], [-6, 0], [-3, 0]]",0,0.0171
297,1785364540.922,937.5,554.5,0,0.884,-22.5,2.4,22.6,-6.63,0.52,937.5,542.4,"[[-5, 0], [-1, 0]]",0,0.0118
298,1785364540.932,937.5,554.5,0,0.884,-22.5,2.4,22.6,-7.88,0.51,937.5,542.4,"[[-6, 0], [-2, 0]]",0,0.0096
299,1785364540.943,937.5,554.5,0,0.884,-22.5,2.4,22.6,-7.88,0.51,937.5,542.4,"[[-6, 0], [-2, 0]]",0,0.0118
300,1785364540.953,961.0,541.3,1,0.801,1.0,-1.8,1.5,1.52,-0.50,961.0,538.2,"[[2, -1]]",0,0.0099
301,1785364540.962,961.0,541.3,1,0.801,1.0,-1.8,1.5,0.34,-0.37,961.0,538.2,"[]",0,0.0085
302,1785364540.970,961.0,541.3,1,0.801,1.0,-1.8,1.5,0.34,-0.37,961.0,538.2,"[]",0,0.0085
303,1785364540.979,961.0,541.3,1,0.801,1.0,-1.8,1.5,0.34,-0.37,961.0,538.2,"[]",0,0.0091
304,1785364540.987,986.0,541.1,1,0.865,26.0,-2.0,26.0,10.36,-0.42,986.0,538.0,"[[6, 0], [4, 0]]",0,0.0075
305,1785364540.996,986.0,541.1,1,0.865,26.0,-2.0,26.0,9.11,-0.41,986.0,538.0,"[[6, 0], [3, 0]]",0,0.0090
306,1785364541.005,986.0,541.1,1,0.865,26.0,-2.0,26.0,9.11,-0.41,986.0,538.0,"[[6, 0], [3, 0]]",0,0.0095
307,1785364541.016,986.0,541.1,1,0.865,26.0,-2.0,26.0,9.11,-0.41,986.0,538.0,"[[6, 0], [3, 0]]",0,0.0111
308,1785364541.027,1006.9,541.0,1,0.751,46.9,-2.0,46.9,17.47,-0.43,1006.9,538.0,"[[8, 0], [6, 0], [3, 0]]",0,0.0109
309,1785364541.040,1006.9,541.0,1,0.751,46.9,-2.0,46.9,16.43,-0.43,1006.9,538.0,"[[8, 0], [6, 0], [3, 0]]",0,0.0131
310,1785364541.053,1006.9,541.0,1,0.751,46.9,-2.0,46.9,16.43,-0.43,1006.9,538.0,"[[8, 0], [6, 0], [3, 0]]",0,0.0129
311,1785364541.068,1021.8,541.2,1,0.855,61.8,-1.9,61.8,22.38,-0.39,1021.8,538.1,"[[10, 0], [7, 0], [5, 0], [1, 0]]",0,0.0148
312,1785364541.083,1021.8,541.2,1,0.855,61.8,-1.9,61.8,21.64,-0.40,1021.8,538.1,"[[9, 0], [7, 0], [5, 0]]",0,0.0152
313,1785364541.096,1020.9,541.7,1,0.852,60.9,-1.2,60.9,21.25,-0.24,1020.9,538.8,"[[9, 0], [7, 0], [5, 0]]",0,0.0124
314,1785364541.110,1020.9,541.7,1,0.852,60.9,-1.2,60.9,21.30,-0.26,1020.9,538.8,"[[9, 0], [7, 0], [5, 0]]",0,0.0146
315,1785364541.124,1008.5,554.9,0,0.884,48.5,2.9,48.5,16.36,0.72,1008.5,542.9,"[[8, 0], [6, 0], [2, 0]]",0,0.0137
316,1785364541.136,1008.5,554.9,0,0.884,48.5,2.9,48.5,16.98,0.60,1008.5,542.9,"[[8, 0], [6, 0], [3, 0]]",0,0.0121
317,1785364541.149,1008.5,554.9,0,0.884,48.5,2.9,48.5,16.98,0.60,1008.5,542.9,"[[8, 0], [6, 0], [3, 0]]",0,0.0131
318,1785364541.162,989.8,555.0,0,0.885,29.8,3.0,29.8,9.48,0.63,989.8,543.0,"[[6, 0], [3, 0]]",0,0.0122
319,1785364541.173,989.8,555.0,0,0.885,29.8,3.0,29.8,10.41,0.62,989.8,543.0,"[[6, 0], [4, 0]]",0,0.0113
320,1785364541.186,989.8,555.0,0,0.885,29.8,3.0,29.8,10.41,0.62,989.8,543.0,"[[6, 0], [4, 0]]",0,0.0135
321,1785364541.198,970.4,541.7,1,0.865,10.4,-1.2,10.4,2.66,-0.38,970.4,538.8,"[[3, 0]]",0,0.0115
322,1785364541.208,970.4,541.7,1,0.865,10.4,-1.2,10.4,3.63,-0.26,970.4,538.8,"[[4, 0]]",0,0.0097
323,1785364541.219,970.4,541.7,1,0.865,10.4,-1.2,10.4,3.63,-0.26,970.4,538.8,"[[4, 0]]",0,0.0117
324,1785364541.227,948.7,542.0,1,0.865,-11.3,-1.1,11.3,-5.04,-0.22,948.7,538.9,"[[-5, 0]]",0,0.0077
325,1785364541.236,948.7,542.0,1,0.865,-11.3,-1.1,11.3,-3.95,-0.22,948.7,538.9,"[[-4, 0]]",0,0.0092
326,1785364541.244,948.7,542.0,1,0.865,-11.3,-1.1,11.3,-3.95,-0.22,948.7,538.9,"[[-4, 0]]",0,0.0083
327,1785364541.252,931.3,542.6,1,0.863,-28.7,-0.5,28.7,-10.91,-0.08,931.3,539.5,"[[-7, 0], [-4, 0]]",0,0.0080
328,1785364541.262,931.3,542.6,1,0.863,-28.7,-0.5,28.7,-10.04,-0.10,931.3,539.5,"[[-6, 0], [-4, 0]]",0,0.0095
329,1785364541.274,931.3,542.6,1,0.863,-28.7,-0.5,28.7,-10.04,-0.10,931.3,539.5,"[[-6, 0], [-4, 0]]",0,0.0117
330,1785364541.284,918.1,543.1,1,0.864,-41.9,0.1,41.9,-15.33,0.03,918.1,540.1,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0101
331,1785364541.296,918.1,543.1,1,0.864,-41.9,0.1,41.9,-14.67,0.01,918.1,540.1,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0123
332,1785364541.310,918.1,543.1,1,0.864,-41.9,0.1,41.9,-14.67,0.01,918.1,540.1,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0135
333,1785364541.322,915.2,543.3,1,0.881,-44.8,0.3,44.8,-15.81,0.08,915.2,540.3,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0120
334,1785364541.335,915.2,543.3,1,0.881,-44.8,0.3,44.8,-15.67,0.07,915.2,540.3,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0134
335,1785364541.350,915.2,543.3,1,0.881,-44.8,0.3,44.8,-15.67,0.07,915.2,540.3,"[[-8, 0], [-6, 0], [-2, 0]]",0,0.0154
336,1785364541.363,922.6,543.3,1,0.879,-37.4,0.2,37.4,-12.72,0.03,922.6,540.2,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0124
337,1785364541.377,922.6,543.3,1,0.879,-37.4,0.2,37.4,-13.09,0.04,922.6,540.2,"[[-7, 0], [-5, 0], [-1, 0]]",0,0.0146
338,1785364541.390,945.5,555.6,0,0.893,-14.5,4.1,14.7,-3.91,0.99,945.5,544.1,"[[-4, 1]]",0,0.0121
339,1785364541.398,945.5,555.6,0,0.893,-14.5,4.1,14.7,-5.06,0.87,945.5,544.1,"[[-5, 1]]",0,0.0084
340,1785364541.407,945.5,555.6,0,0.893,-14.5,4.1,14.7,-5.06,0.87,945.5,544.1,"[[-5, 1]]",0,0.0087
341,1785364541.417,945.5,555.6,0,0.893,-14.5,4.1,14.7,-5.06,0.87,945.5,544.1,"[[-5, 1]]",0,0.0100
342,1785364541.425,973.7,554.9,0,0.872,13.7,3.4,13.9,6.21,0.70,973.7,543.4,"[[5, 1], [1, 0]]",0,0.0079
343,1785364541.434,973.1,542.5,1,0.847,13.1,-0.5,13.1,4.54,-0.23,973.1,539.5,"[[5, 0]]",0,0.0091
344,1785364541.444,973.1,542.5,1,0.847,13.1,-0.5,13.1,4.57,-0.11,973.1,539.5,"[[5, 0]]",0,0.0099
